0;0;0;0;land;false;unknown;0
1;241;4;1;land;false;plains;7
2;225;24;1;land;false;hills;7
3;234;8;1;land;false;plains;7
4;227;64;1;land;false;hills;7
5;201;27;1;land;false;plains;7
6;223;20;1;land;false;hills;7
7;253;39;1;land;false;mountain;7
8;250;1;1;land;false;plains;7
9;220;62;1;land;false;hills;7
10;190;26;1;land;false;hills;7
11;208;11;1;land;false;hills;7
12;198;23;1;land;false;plains;7
13;221;28;1;land;false;plains;7
14;227;0;1;land;false;hills;7
15;193;4;1;land;false;plains;7
16;203;11;1;land;false;plains;7
17;202;22;1;land;false;plains;7
18;233;41;1;land;false;desert;7
19;249;62;1;land;false;plains;7
20;195;48;1;land;false;hills;7
21;196;20;1;land;false;hills;7
22;206;24;1;land;false;plains;7
23;202;19;1;land;false;hills;7
24;245;72;1;land;false;hills;7
25;23;57;1;land;false;jungle;7
26;0;87;1;land;false;plains;7
27;0;37;1;land;false;jungle;7
28;2;27;1;land;false;plains;7
29;15;76;1;land;false;hills;7
30;5;38;1;land;false;plains;7
31;25;41;1;land;false;forest;7
32;39;66;1;land;false;hills;7
33;115;167;1;land;false;hills;7
34;136;181;1;land;false;hills;7
35;98;119;1;land;false;hills;7
36;164;156;1;land;false;hills;7
37;100;173;1;land;false;plains;7
38;146;187;1;land;false;hills;7
39;145;123;1;land;false;plains;7
40;148;115;1;land;false;hills;7
41;161;123;1;land;false;hills;7
42;97;180;1;land;false;hills;7
43;146;159;1;land;false;hills;7
44;102;10;1;land;true;mountain;7
45;136;18;1;land;true;plains;7
46;155;36;1;land;true;mountain;7
47;148;6;1;land;false;mountain;7
48;149;8;1;land;false;mountain;7
49;103;41;1;land;false;hills;7
50;120;42;1;land;false;hills;7
51;162;44;1;land;false;hills;7
52;111;32;1;land;false;mountain;7
53;135;3;1;land;true;mountain;7
54;153;200;1;land;false;mountain;7
55;181;128;1;land;false;hills;7
56;207;199;1;land;false;hills;7
57;148;191;1;land;false;hills;7
58;134;148;1;land;false;hills;7
59;189;133;1;land;false;plains;7
60;185;151;1;land;false;plains;7
61;145;189;1;land;false;mountain;7
62;200;148;1;land;false;mountain;7
63;158;169;1;land;false;plains;7
64;169;171;1;land;false;hills;7
65;154;150;1;land;false;plains;7
66;200;36;1;land;false;forest;7
67;192;4;1;land;false;plains;7
68;165;6;1;land;false;hills;7
69;141;26;1;land;false;hills;7
70;185;3;1;land;false;hills;7
71;204;1;1;land;false;hills;7
72;185;22;1;land;false;mountain;7
73;162;35;1;land;false;forest;7
74;209;2;1;land;false;hills;7
75;174;52;1;land;false;forest;7
76;182;24;1;land;false;hills;7
77;207;47;1;land;false;hills;7
78;180;26;1;land;false;hills;7
79;77;84;1;land;false;hills;7
80;23;143;1;land;false;plains;7
81;64;101;1;land;false;hills;7
82;26;106;1;land;false;mountain;7
83;70;129;1;land;false;hills;7
84;36;157;1;land;true;hills;7
85;15;135;1;land;false;plains;7
86;68;89;1;land;true;mountain;7
87;35;117;1;land;false;hills;7
88;9;91;1;land;false;hills;7
89;45;143;1;land;false;plains;7
90;30;150;1;land;false;hills;7
91;29;89;1;land;false;hills;7
92;69;153;1;land;false;hills;7
93;42;97;1;land;false;mountain;7
94;6;104;1;land;false;mountain;7
95;44;106;1;land;false;plains;7
96;70;136;1;land;false;hills;7
97;80;151;1;land;true;mountain;7
98;8;149;1;land;false;hills;7
99;75;146;1;land;false;hills;7
100;75;93;1;land;false;hills;7
101;20;94;1;land;false;hills;7
102;44;97;1;land;false;hills;7
103;8;125;1;land;false;plains;7
104;23;124;1;land;false;hills;7
105;67;143;1;land;false;hills;7
106;65;175;1;land;false;mountain;7
107;96;149;1;land;false;hills;7
108;68;173;1;land;false;mountain;7
109;94;155;1;land;false;hills;7
110;124;107;1;land;false;hills;7
111;99;114;1;land;false;mountain;7
112;57;108;1;land;false;hills;7
113;102;151;1;land;false;mountain;7
114;63;101;1;land;false;plains;7
115;78;130;1;land;true;mountain;7
116;51;166;1;land;false;hills;7
117;100;215;1;land;false;hills;7
118;81;239;1;land;false;plains;7
119;98;253;1;land;false;plains;7
120;111;212;1;land;false;plains;7
121;95;221;1;land;false;plains;7
122;123;224;1;land;false;hills;7
123;78;110;1;land;false;hills;7
124;94;121;1;land;false;desert;7
125;83;169;1;land;false;hills;7
126;96;100;1;land;false;hills;7
127;61;96;1;land;false;hills;7
128;57;91;1;land;false;desert;7
129;74;253;1;land;false;plains;7
130;49;227;1;land;false;plains;7
131;54;211;1;land;false;plains;7
132;48;229;1;land;false;hills;7
133;66;221;1;land;true;hills;7
134;111;225;1;land;false;plains;7
135;83;234;1;land;false;plains;7
136;122;251;1;land;false;hills;7
137;92;209;1;land;false;hills;7
138;58;230;1;land;false;plains;7
139;70;234;1;land;false;hills;7
140;51;239;1;land;false;plains;7
141;115;220;1;land;false;plains;7
142;74;212;1;land;false;plains;7
143;74;218;1;land;true;plains;7
144;78;212;1;land;false;plains;7
145;95;244;1;land;true;plains;7
146;97;208;1;land;false;plains;7
147;54;247;1;land;true;plains;7
148;53;222;1;land;true;hills;7
149;118;236;1;land;false;plains;7
150;91;245;1;land;false;plains;7
151;106;233;1;land;true;plains;7
152;99;219;1;land;false;plains;7
153;93;232;1;land;false;hills;7
154;66;235;1;land;true;plains;7
155;53;254;1;land;false;hills;7
156;93;248;1;land;false;plains;7
157;91;236;1;land;false;plains;7
158;54;238;1;land;false;plains;7
159;50;245;1;land;false;plains;7
160;55;240;1;land;true;hills;7
161;75;238;1;land;false;plains;7
162;97;235;1;land;false;hills;7
163;60;249;1;land;false;plains;7
164;91;207;1;land;false;plains;7
165;49;220;1;land;false;hills;7
166;69;243;1;land;false;plains;7
167;54;249;1;land;false;plains;7
168;77;252;1;land;false;plains;7
169;115;234;1;land;false;plains;7
170;122;243;1;land;false;hills;7
171;79;207;1;land;true;plains;7
172;99;225;1;land;false;hills;7
173;85;215;1;land;false;plains;7
174;121;233;1;land;false;hills;7
175;154;181;1;land;false;hills;7
176;140;147;1;land;false;hills;7
177;110;176;1;land;true;hills;7
178;87;157;1;land;false;hills;7
179;95;153;1;land;false;mountain;7
180;122;122;1;land;false;hills;7
181;113;150;1;land;false;hills;7
182;108;143;1;land;false;forest;7
183;106;117;1;land;false;hills;7
184;137;117;1;land;false;plains;7
185;113;177;1;land;false;forest;7
186;101;161;1;land;true;hills;7
187;99;141;1;land;false;forest;7
188;127;158;1;land;false;hills;7
189;96;122;1;land;false;hills;7
190;97;174;1;land;false;forest;7
191;94;5;1;land;true;hills;7
192;137;27;1;land;true;hills;7
193;130;31;1;land;true;hills;7
194;156;19;1;land;false;plains;7
195;92;12;1;land;false;hills;7
196;103;35;1;land;false;forest;7
197;163;30;1;land;true;hills;7
198;108;30;1;land;false;mountain;7
199;123;19;1;land;false;plains;7
200;105;9;1;land;false;hills;7
201;133;8;1;land;false;hills;7
202;152;29;1;land;true;hills;7
203;108;21;1;land;false;hills;7
204;32;80;1;land;true;mountain;7
205;57;84;1;land;true;plains;7
206;64;120;1;land;true;plains;7
207;13;95;1;land;true;hills;7
208;21;138;1;land;true;forest;7
209;186;165;1;land;false;plains;7
210;172;191;1;land;false;plains;7
211;203;212;1;land;false;hills;7
212;187;171;1;land;false;plains;7
213;156;211;1;land;false;hills;7
214;242;100;1;land;false;hills;7
215;170;69;1;land;false;hills;7
216;229;126;1;land;false;hills;7
217;204;111;1;land;false;plains;7
218;207;50;1;land;false;plains;7
219;200;64;1;land;false;hills;7
220;179;56;1;land;false;hills;7
221;225;101;1;land;false;hills;7
222;233;104;1;land;false;hills;7
223;180;60;1;land;false;hills;7
224;179;106;1;land;false;hills;7
225;207;127;1;land;false;plains;7
226;112;124;1;land;true;desert;7
227;118;146;1;land;true;plains;7
228;99;164;1;land;true;plains;7
229;98;139;1;land;false;plains;7
230;68;155;1;land;false;desert;7
231;118;184;1;land;true;plains;7
232;137;36;1;land;false;hills;7
233;146;181;1;land;false;plains;7
234;144;185;1;land;false;plains;7
235;109;217;1;land;false;plains;7
236;166;142;1;land;false;hills;7
237;134;199;1;land;false;hills;7
238;156;162;1;land;false;plains;7
239;124;214;1;land;false;forest;7
240;143;207;1;land;false;plains;7
241;170;158;1;land;false;hills;7
242;122;159;1;land;false;hills;7
243;140;146;1;land;false;forest;7
244;131;139;1;land;false;plains;7
245;127;168;1;land;false;forest;7
246;163;192;1;land;false;plains;7
247;125;183;1;land;false;hills;7
248;174;191;1;land;false;hills;7
249;135;138;1;land;false;mountain;7
250;121;204;1;land;false;hills;7
251;157;149;1;land;false;hills;7
252;124;201;1;land;false;hills;7
253;129;195;1;land;false;hills;7
254;157;165;1;land;false;hills;7
255;132;210;1;land;false;hills;7
256;154;166;1;land;false;plains;7
257;99;165;1;land;false;plains;7
258;140;188;1;land;false;plains;7
259;104;210;1;land;false;hills;7
260;103;203;1;land;false;forest;7
261;157;205;1;land;false;hills;7
262;174;168;1;land;false;hills;7
263;127;178;1;land;false;hills;7
264;158;194;1;land;false;forest;7
265;125;143;1;land;false;plains;7
266;98;158;1;land;false;plains;7
267;122;148;1;land;false;mountain;7
268;134;139;1;land;false;hills;7
269;146;199;1;land;false;forest;7
270;107;198;1;land;false;plains;7
