1;2194;9.900000;47;small
2;2011;9.900000;44;small
3;2583;9.900000;56;small
4;2377;9.900000;79;small
5;2201;9.900000;140;small
6;2560;9.900000;211;small
7;1999;9.900000;248;small
8;2069;9.900000;254;small
9;1870;9.900000;263;small
10;2403;9.900000;232;small
11;2260;9.900000;249;small
12;2135;9.900000;275;small
13;1934;9.900000;323;small
14;2077;9.900000;372;small
15;2570;9.900000;409;small
16;2204;9.900000;385;small
17;1252;9.900000;425;small
18;2336;9.900000;407;small
19;1994;9.900000;434;small
20;2706;9.900000;449;small
21;2121;9.900000;480;small
22;2433;9.900000;483;small
23;1591;9.900000;505;small
24;1917;9.900000;533;small
25;2560;9.900000;583;small
26;2059;9.900000;565;small
27;1435;9.900000;528;small
28;2232;9.900000;508;small
29;1314;9.900000;595;small
30;2647;9.900000;604;small
31;1620;9.900000;613;small
32;2137;9.900000;655;small
33;416;9.900000;664;small
34;2573;9.900000;703;small
35;1465;9.900000;671;small
36;1895;9.900000;658;small
37;2017;9.900000;734;small
38;2273;9.900000;673;small
39;883;9.900000;726;small
40;1732;9.900000;739;small
41;2434;9.900000;728;small
42;1573;9.900000;733;small
43;2682;9.900000;743;small
44;666;9.900000;775;small
45;1329;9.900000;774;small
46;2168;9.900000;791;small
47;1475;9.900000;822;small
48;2574;9.900000;799;small
49;1877;9.900000;820;small
50;1621;9.900000;811;small
51;95;9.900000;887;small
52;2408;9.900000;876;small
53;535;9.900000;885;small
54;235;9.900000;919;small
55;1425;9.900000;899;small
56;2734;9.900000;902;small
57;2083;9.900000;907;small
58;2280;9.900000;910;small
59;1569;9.900000;901;small
60;842;9.900000;935;small
61;390;9.900000;950;small
62;3221;9.900000;972;small
63;2873;9.900000;978;small
64;692;9.900000;1000;small
65;3103;9.900000;977;small
66;2204;9.900000;1030;small
67;192;9.900000;1018;small
68;1431;9.900000;1001;small
69;3290;9.900000;1019;small
70;2752;9.900000;1050;small
71;5440;9.900000;1042;small
72;2974;9.900000;1039;small
73;401;9.900000;1059;small
74;3130;9.900000;1098;small
75;939;9.900000;1064;small
76;5312;9.900000;1092;small
77;2073;9.900000;1083;small
78;3333;9.900000;1114;small
79;2012;9.900000;1148;small
80;2157;9.900000;1167;small
81;2924;9.900000;1140;small
82;2826;9.900000;1200;small
83;3139;9.900000;1235;small
84;815;9.900000;1131;small
85;581;9.900000;1144;small
86;969;9.900000;1188;small
87;663;9.900000;1232;small
88;5307;9.900000;1209;small
89;2552;9.900000;1187;small
90;1711;9.900000;1219;small
91;4718;9.900000;1223;small
92;2972;9.900000;1250;small
93;2708;9.900000;1203;small
94;4837;9.900000;1256;small
95;2490;9.900000;1254;small
96;1959;9.900000;1276;small
97;1812;9.900000;1263;small
98;3060;9.900000;1224;small
99;2857;9.900000;1335;small
100;2340;9.900000;1297;small
101;4162;9.900000;1313;small
102;4605;9.900000;1308;small
103;1048;9.900000;1325;small
104;2726;9.900000;1352;small
105;3152;9.900000;1348;small
106;866;9.900000;1339;small
107;4236;9.900000;1345;small
108;2617;9.900000;1320;small
109;3443;9.900000;1370;small
110;4746;9.900000;1324;small
111;4902;9.900000;1351;small
112;2417;9.900000;1350;small
113;3251;9.900000;1381;small
114;3020;9.900000;1360;small
115;1836;9.900000;1364;small
116;5241;9.900000;1374;small
117;4390;9.900000;1399;small
118;5099;9.900000;1402;small
119;2898;9.900000;1437;small
120;4245;9.900000;1449;small
121;2032;9.900000;1421;small
122;4180;9.900000;1421;small
123;1103;9.900000;1445;small
124;5344;9.900000;1431;small
125;2496;9.900000;1452;small
126;5004;9.900000;1392;small
127;2726;9.900000;1450;small
128;4781;9.900000;1438;small
129;2157;9.900000;1466;small
130;3339;9.900000;1525;small
131;4953;9.900000;1469;small
132;4653;9.900000;1450;small
133;5166;9.900000;1483;small
134;1911;9.900000;1507;small
135;2342;9.900000;1474;small
136;4516;9.900000;1473;small
137;1712;9.900000;1507;small
138;2636;9.900000;1549;small
139;3255;9.900000;1491;small
140;3115;9.900000;1503;small
141;1804;9.900000;1499;small
142;4388;9.900000;1524;small
143;4241;9.900000;1540;small
144;2929;9.900000;1531;small
145;5049;9.900000;1562;small
146;3426;9.900000;1554;small
147;5261;9.900000;1549;small
148;4941;9.900000;1563;small
149;4806;9.900000;1567;small
150;4648;9.900000;1571;small
151;2792;9.900000;1627;small
152;1705;9.900000;1608;small
153;3023;9.900000;1622;small
154;4501;9.900000;1620;small
155;4191;9.900000;1616;small
156;2075;9.900000;1641;small
157;1542;9.900000;1627;small
158;4901;9.900000;1625;small
159;3664;9.900000;1640;small
160;1861;9.900000;1650;small
161;2201;9.900000;1658;small
162;4347;9.900000;1634;small
163;5138;9.900000;1648;small
164;3416;9.900000;1682;small
165;4661;9.900000;1711;small
166;1977;9.900000;1685;small
167;2294;9.900000;1686;small
168;4791;9.900000;1681;small
169;4966;9.900000;1670;small
170;2379;9.900000;1696;small
171;2638;9.900000;1713;small
172;1667;9.900000;1716;small
173;5043;9.900000;1726;small
174;2942;9.900000;1689;small
175;4042;9.900000;1718;small
176;755;9.900000;1722;small
177;4251;9.900000;1729;small
178;3077;9.900000;1771;small
179;3449;9.900000;1767;small
180;2849;9.900000;1759;small
181;1787;9.900000;1752;small
182;3874;9.900000;1756;small
183;4958;9.900000;1736;small
184;4476;9.900000;1720;small
185;4787;9.900000;1789;small
186;2001;9.900000;1781;small
187;2338;9.900000;1811;small
188;4012;9.900000;1788;small
189;3563;9.900000;1845;small
190;4575;9.900000;1848;small
191;3809;9.900000;1816;small
192;4893;9.900000;1816;small
193;3137;9.900000;1904;small
194;2142;9.900000;1812;small
195;3469;9.900000;1854;small
196;1801;9.900000;1847;small
197;4360;9.900000;1831;small
198;3978;9.900000;1847;small
199;2482;9.900000;1885;small
200;2659;9.900000;1894;small
201;2389;9.900000;1869;small
202;1936;9.900000;1869;small
203;2571;9.900000;1891;small
204;3337;9.900000;1880;small
205;3821;9.900000;1867;small
206;2971;9.900000;1924;small
207;2123;9.900000;1932;small
208;2369;9.900000;1938;small
209;3521;9.900000;1913;small
210;4818;9.900000;1902;small
211;2821;9.900000;1864;small
212;4055;9.900000;1915;small
213;4396;9.900000;1968;small
214;4215;9.900000;1952;small
215;3880;9.900000;1957;small
216;4002;9.900000;1974;small
217;4863;9.900000;1963;small
218;4596;9.900000;1983;small
219;3717;9.900000;1976;small
220;2418;9.900000;1980;small
221;3129;9.900000;1988;small
222;3270;9.900000;1971;small
223;3400;9.900000;1997;small
224;1942;9.900000;1988;small
225;2938;9.900000;2002;small
226;3551;9.900000;1987;small
227;2287;9.900000;1964;small
228;2563;9.900000;2007;small
229;4739;9.900000;1983;small
230;2772;9.900000;1981;small
231;4031;9.900000;2027;small
232;4627;9.900000;31;small
233;3840;9.900000;71;small
234;787;9.900000;68;small
235;386;9.900000;40;small
236;4930;9.900000;42;small
237;4771;9.900000;102;small
238;5431;9.900000;80;small
239;2873;9.900000;81;small
240;3368;9.900000;115;small
241;4173;9.900000;102;small
242;1219;9.900000;53;small
243;600;9.900000;93;small
